SubjectTag	SubjectID	SAMPLE_RACE	SAMPLE_SEX	ASVAB-8
686300	6863	2	1	40
686400	6864	2	1	14
686500	6865	2	1	18
686600	6866	2	2	10
686700	6867	2	1	42
686800	6868	2	1	48
686900	6869	2	2	28
687000	6870	2	2	31
687100	6871	2	1	29
687200	6872	2	1	29
687300	6873	2	1	25
687400	6874	3	2	35
687500	6875	1	2	15
687600	6876	2	2	40
687700	6877	1	2	-4
687800	6878	2	1	31
687900	6879	2	2	50
688000	6880	1	2	41
688100	6881	2	2	27
688200	6882	2	1	-4
688300	6883	2	1	13
688400	6884	1	1	17
688500	6885	1	2	32
688600	6886	1	1	47
688700	6887	1	2	39
688800	6888	1	1	5
688900	6889	1	1	-4
689000	6890	1	2	4
689100	6891	1	2	7
689200	6892	1	1	37
689300	6893	1	2	42
689400	6894	2	1	20
689500	6895	2	2	30
689600	6896	2	1	50
689700	6897	2	1	34
689800	6898	2	1	7
689900	6899	2	1	29
690000	6900	2	1	31
690100	6901	2	2	37
690200	6902	2	1	26
690300	6903	2	1	20
690400	6904	2	1	1
690500	6905	2	2	27
690600	6906	2	1	13
690700	6907	2	1	25
690800	6908	2	1	43
690900	6909	2	1	33
691000	6910	1	1	51
691100	6911	1	1	41
691200	6912	2	1	42
691300	6913	2	2	35
691400	6914	2	1	29
691500	6915	1	2	-4
691600	6916	3	2	24
691700	6917	3	2	59
691800	6918	3	1	37
691900	6919	3	2	34
692000	6920	3	2	49
692100	6921	3	2	37
692200	6922	3	1	34
692300	6923	3	2	51
692400	6924	3	1	31
692500	6925	3	2	52
692600	6926	3	1	54
692700	6927	3	1	33
692800	6928	3	1	26
692900	6929	3	2	62
693000	6930	1	2	-4
693100	6931	1	2	-4
693200	6932	2	2	24
693300	6933	2	2	45
693400	6934	2	2	51
693500	6935	3	1	56
693600	6936	3	2	45
693700	6937	3	2	18
693800	6938	1	1	44
693900	6939	1	2	56
694000	6940	1	2	42
694100	6941	1	1	37
694200	6942	1	1	43
694300	6943	3	2	48
694400	6944	3	2	47
694500	6945	3	2	43
694600	6946	2	1	35
694700	6947	2	1	28
694800	6948	2	2	50
694900	6949	2	2	40
695000	6950	2	2	44
695100	6951	1	2	45
695200	6952	2	2	39
695300	6953	2	2	39
695400	6954	1	1	48
695500	6955	1	1	46
695600	6956	3	2	57
695700	6957	2	2	33
695800	6958	1	1	33
695900	6959	1	1	46
696000	6960	1	1	5
696100	6961	2	1	15
696200	6962	2	2	1
696300	6963	3	2	32
696400	6964	2	1	24
696500	6965	3	2	37
696600	6966	2	2	38
696700	6967	2	2	2
696800	6968	2	2	50
696900	6969	2	1	22
697000	6970	2	2	31
697100	6971	2	2	36
697200	6972	2	1	23
697300	6973	3	2	53
697400	6974	3	1	56
697500	6975	3	1	42
697600	6976	3	2	68
697700	6977	3	2	49
697800	6978	3	2	74
697900	6979	3	2	48
698000	6980	3	2	39
698100	6981	3	2	56
698200	6982	3	2	54
698300	6983	3	2	64
698400	6984	3	2	53
698500	6985	3	2	65
698600	6986	3	2	49
698700	6987	3	1	67
698800	6988	2	1	44
698900	6989	2	2	37
699000	6990	2	2	56
699100	6991	2	1	47
699200	6992	2	2	37
699300	6993	2	1	24
699400	6994	2	2	38
699500	6995	2	2	37
699600	6996	2	1	36
699700	6997	2	2	23
699800	6998	2	1	41
699900	6999	2	2	46
700000	7000	2	2	48
700100	7001	3	1	-4
700200	7002	2	2	57
700300	7003	2	1	40
700400	7004	2	1	31
700500	7005	2	2	63
700600	7006	3	2	71
700700	7007	3	1	47
700800	7008	2	1	32
700900	7009	2	1	15
701000	7010	2	1	31
701100	7011	3	1	67
701200	7012	3	2	21
701300	7013	3	1	51
701400	7014	3	1	24
701500	7015	3	2	56
701600	7016	3	2	77
701700	7017	3	2	33
701800	7018	1	1	32
701900	7019	3	2	70
702000	7020	3	2	63
702100	7021	3	2	66
702200	7022	3	2	20
702300	7023	3	1	12
702400	7024	3	2	57
702500	7025	1	1	45
702600	7026	3	1	21
702700	7027	3	1	37
702800	7028	3	2	53
702900	7029	3	1	20
703000	7030	3	2	62
703100	7031	3	2	55
703200	7032	3	2	36
703300	7033	3	1	11
703400	7034	3	2	8
703500	7035	3	1	46
703600	7036	3	2	51
703700	7037	3	1	28
703800	7038	3	2	45
703900	7039	3	2	55
704000	7040	3	2	59
704100	7041	3	1	52
704200	7042	3	2	52
704300	7043	3	1	50
704400	7044	3	1	38
704500	7045	3	2	47
704600	7046	1	2	51
704700	7047	1	1	-4
704800	7048	1	2	53
704900	7049	1	2	33
705000	7050	1	2	41
705100	7051	3	2	35
705200	7052	3	2	33
705300	7053	3	2	12
705400	7054	1	2	80
705500	7055	3	2	49
705600	7056	3	1	32
705700	7057	3	1	32
705800	7058	3	2	44
705900	7059	3	1	32
706000	7060	3	1	70
706100	7061	3	1	77
706200	7062	3	1	42
706300	7063	3	1	32
706400	7064	2	2	24
706500	7065	2	2	23
706600	7066	1	2	44
706700	7067	2	2	29
706800	7068	2	1	15
706900	7069	2	1	60
707000	7070	2	1	26
707100	7071	2	1	41
707200	7072	2	1	22
707300	7073	2	2	27
707400	7074	2	2	44
707500	7075	2	2	51
707600	7076	2	1	45
707700	7077	2	2	60
707800	7078	2	1	44
707900	7079	2	1	51
708000	7080	2	1	19
708100	7081	2	2	59
708200	7082	2	1	37
708300	7083	2	1	32
708400	7084	2	2	66
708500	7085	2	2	46
708600	7086	2	2	61
708700	7087	2	1	37
708800	7088	2	2	22
708900	7089	2	2	7
709000	7090	2	1	40
709100	7091	2	1	56
709200	7092	2	2	46
709300	7093	2	1	37
709400	7094	2	2	21
709500	7095	2	2	51
709600	7096	2	2	52
709700	7097	2	2	55
709800	7098	3	2	12
709900	7099	2	1	46
710000	7100	2	1	25
710100	7101	2	1	-4
710200	7102	2	2	54
710300	7103	2	1	59
710400	7104	2	1	48
710500	7105	2	2	56
710600	7106	2	2	51
710700	7107	2	2	50
710800	7108	3	1	47
710900	7109	3	1	47
711000	7110	3	1	11
711100	7111	3	2	36
711200	7112	3	1	45
711300	7113	2	1	14
711400	7114	2	1	47
711500	7115	2	2	45
711600	7116	2	2	56
711700	7117	2	1	-4
711800	7118	2	2	42
711900	7119	2	1	48
712000	7120	2	2	58
712100	7121	2	1	38
712200	7122	2	1	27
712300	7123	2	2	35
712400	7124	2	2	22
712500	7125	2	1	62
712600	7126	2	2	13
712700	7127	2	2	46
712800	7128	2	2	49
712900	7129	2	1	18
713000	7130	2	2	40
713100	7131	2	1	45
713200	7132	2	1	15
713300	7133	2	1	35
713400	7134	2	1	7
713500	7135	2	1	14
713600	7136	2	1	38
713700	7137	2	2	38
713800	7138	2	2	23
713900	7139	2	2	8
714000	7140	2	1	13
714100	7141	2	1	16
714200	7142	2	1	15
714300	7143	2	1	71
714400	7144	1	2	50
714500	7145	1	1	40
714600	7146	2	2	59
714700	7147	2	2	45
714800	7148	2	2	49
714900	7149	2	1	35
715000	7150	2	1	36
715100	7151	2	1	30
715200	7152	2	2	39
715300	7153	2	2	50
715400	7154	2	1	31
715500	7155	2	1	69
715600	7156	2	2	46
715700	7157	2	2	3
715800	7158	2	2	37
715900	7159	2	2	-4
716000	7160	2	2	-4
716100	7161	2	1	9
716200	7162	2	1	31
716300	7163	2	2	50
716400	7164	2	1	42
716500	7165	2	1	48
716600	7166	2	2	41
716700	7167	3	2	37
716800	7168	3	1	54
716900	7169	3	2	10
717000	7170	2	2	37
717100	7171	2	2	22
717200	7172	2	2	21
717300	7173	2	1	31
717400	7174	2	2	14
717500	7175	2	2	31
717600	7176	2	1	-4
717700	7177	2	2	53
717800	7178	2	2	11
717900	7179	2	2	27
718000	7180	2	2	5
718100	7181	2	2	39
718200	7182	2	1	46
718300	7183	2	2	32
718400	7184	2	2	34
718500	7185	2	1	42
718600	7186	2	2	8
718700	7187	2	1	49
718800	7188	2	1	27
718900	7189	2	2	23
719000	7190	2	1	52
719100	7191	2	1	6
719200	7192	2	2	29
719300	7193	3	1	46
719400	7194	2	2	-4
719500	7195	2	1	-4
719600	7196	2	1	14
719700	7197	2	2	10
719800	7198	2	2	42
719900	7199	2	2	43
720000	7200	2	1	15
720100	7201	2	2	60
720200	7202	3	2	47
720300	7203	3	1	55
720400	7204	3	1	54
720500	7205	3	1	47
720600	7206	3	2	34
720700	7207	1	2	39
720800	7208	1	1	19
720900	7209	1	2	8
721000	7210	1	1	18
721100	7211	2	2	38
721200	7212	2	2	33
721300	7213	1	1	51
721400	7214	1	2	58
721500	7215	2	2	19
721600	7216	2	2	17
721700	7217	2	2	23
721800	7218	2	1	38
721900	7219	2	1	20
722000	7220	2	2	36
722100	7221	2	1	30
722200	7222	2	1	28
722300	7223	2	1	26
722400	7224	2	2	40
722500	7225	2	1	24
722600	7226	2	2	37
722700	7227	2	1	43
722800	7228	2	2	36
722900	7229	2	1	35
723000	7230	2	1	55
723100	7231	2	2	56
723200	7232	2	2	34
723300	7233	3	2	-4
723400	7234	1	1	20
723500	7235	1	2	34
723600	7236	1	2	58
723700	7237	1	2	37
723800	7238	1	1	1
723900	7239	1	1	8
724000	7240	1	1	48
724100	7241	1	2	55
724200	7242	1	1	9
724300	7243	1	1	41
724400	7244	1	2	46
724500	7245	1	2	21
724600	7246	1	2	48
724700	7247	1	2	29
724800	7248	2	1	39
724900	7249	1	2	9
725000	7250	2	1	15
725100	7251	2	1	44
725200	7252	2	2	-4
725300	7253	2	2	20
725400	7254	2	1	14
725500	7255	2	2	55
725600	7256	2	2	14
725700	7257	2	1	39
725800	7258	2	2	26
725900	7259	2	2	45
726000	7260	2	1	41
726100	7261	2	1	34
726200	7262	2	1	8
726300	7263	2	2	52
726400	7264	2	2	43
726500	7265	2	1	36
726600	7266	2	1	31
726700	7267	2	1	51
726800	7268	2	1	65
726900	7269	1	1	-4
727000	7270	3	1	59
727100	7271	2	2	71
727200	7272	2	1	21
727300	7273	2	1	57
727400	7274	2	2	52
727500	7275	2	2	51
727600	7276	2	2	60
727700	7277	2	1	39
727800	7278	2	2	19
727900	7279	2	1	37
728000	7280	2	1	38
728100	7281	2	1	41
728200	7282	2	2	41
728300	7283	2	2	57
728400	7284	2	2	45
728500	7285	2	2	50
728600	7286	2	2	48
728700	7287	3	2	58
728800	7288	3	2	48
728900	7289	3	1	45
729000	7290	3	1	24
729100	7291	3	2	24
729200	7292	1	1	-4
729300	7293	2	2	46
729400	7294	2	1	22
729500	7295	2	2	46
729600	7296	2	2	56
729700	7297	2	1	50
729800	7298	2	1	33
729900	7299	2	1	25
730000	7300	2	2	43
730100	7301	2	1	41
730200	7302	2	2	35
730300	7303	2	2	39
730400	7304	2	2	46
730500	7305	1	2	69
730600	7306	3	1	40
730700	7307	3	1	55
730800	7308	3	2	33
730900	7309	3	1	26
731000	7310	3	2	54
731100	7311	3	1	11
731200	7312	3	2	39
731300	7313	1	1	37
731400	7314	2	2	39
731500	7315	1	1	42
731600	7316	1	2	48
731700	7317	2	2	21
731800	7318	2	1	47
731900	7319	2	1	25
732000	7320	2	1	30
732100	7321	2	1	7
732200	7322	2	2	26
732300	7323	2	2	22
732400	7324	2	2	18
732500	7325	2	2	48
732600	7326	2	1	30
732700	7327	3	2	50
732800	7328	3	2	45
732900	7329	3	1	40
733000	7330	3	2	57
733100	7331	3	2	59
733200	7332	1	1	52
733300	7333	3	1	78
733400	7334	3	1	57
733500	7335	2	1	18
733600	7336	2	1	21
733700	7337	2	2	38
733800	7338	3	2	43
733900	7339	3	2	72
734000	7340	1	1	59
734100	7341	3	2	52
734200	7342	3	1	42
734300	7343	3	1	69
734400	7344	3	2	61
734500	7345	3	2	38
734600	7346	3	2	57
734700	7347	3	1	34
734800	7348	3	2	60
734900	7349	3	1	30
735000	7350	3	2	13
735100	7351	3	2	37
735200	7352	3	2	67
735300	7353	3	1	51
735400	7354	3	1	9
735500	7355	3	2	30
735600	7356	3	2	-4
735700	7357	3	2	71
735800	7358	3	2	28
735900	7359	3	2	10
736000	7360	2	2	43
736100	7361	1	2	35
736200	7362	3	1	47
736300	7363	3	1	33
736400	7364	3	1	44
736500	7365	3	1	29
736600	7366	3	1	27
736700	7367	3	2	41
736800	7368	2	2	54
736900	7369	2	1	41
737000	7370	2	1	53
737100	7371	2	2	55
737200	7372	2	1	38
737300	7373	2	1	31
737400	7374	3	2	42
737500	7375	3	2	51
737600	7376	3	2	38
737700	7377	2	2	17
737800	7378	2	2	43
737900	7379	2	1	34
738000	7380	2	1	14
738100	7381	2	1	34
738200	7382	2	2	50
738300	7383	2	2	42
738400	7384	2	1	23
738500	7385	2	1	10
738600	7386	2	1	51
738700	7387	2	1	15
738800	7388	2	2	47
738900	7389	2	2	54
739000	7390	2	2	16
739100	7391	2	2	24
739200	7392	2	2	36
739300	7393	2	2	56
739400	7394	2	2	28
739500	7395	2	2	39
739600	7396	2	2	54
739700	7397	2	2	45
739800	7398	2	2	50
739900	7399	2	1	47
740000	7400	2	1	14
740100	7401	2	1	25
740200	7402	2	1	20
740300	7403	2	2	21
740400	7404	2	1	36
740500	7405	2	2	42
740600	7406	3	1	41
740700	7407	3	2	47
740800	7408	3	2	40
740900	7409	3	2	36
741000	7410	2	2	56
741100	7411	2	1	18
741200	7412	1	1	52
741300	7413	1	1	67
741400	7414	3	2	52
741500	7415	3	2	52
741600	7416	3	2	18
741700	7417	1	1	34
741800	7418	1	2	41
741900	7419	3	1	42
742000	7420	3	2	64
742100	7421	1	2	49
742200	7422	1	2	57
742300	7423	1	2	48
742400	7424	1	1	52
742500	7425	3	1	43
742600	7426	1	2	58
742700	7427	1	1	61
742800	7428	1	2	76
742900	7429	3	1	-4
743000	7430	1	2	13
743100	7431	3	1	45
743200	7432	2	2	52
743300	7433	2	2	53
743400	7434	2	1	27
743500	7435	2	2	39
743600	7436	2	2	31
743700	7437	2	2	36
743800	7438	2	2	55
743900	7439	2	2	64
744000	7440	2	2	18
744100	7441	2	2	11
744200	7442	2	2	45
744300	7443	2	2	28
744400	7444	2	1	7
744500	7445	2	2	9
744600	7446	2	2	4
744700	7447	2	2	12
744800	7448	2	2	11
744900	7449	2	2	34
745000	7450	3	2	38
745100	7451	2	2	16
745200	7452	3	2	52
745300	7453	3	2	64
745400	7454	2	1	21
745500	7455	2	2	-4
745600	7456	2	1	8
745700	7457	2	1	8
745800	7458	2	2	63
745900	7459	2	2	40
746000	7460	2	2	47
746100	7461	2	1	21
746200	7462	2	2	40
746300	7463	2	1	0
746400	7464	2	2	38
746500	7465	2	1	34
746600	7466	2	1	15
746700	7467	2	1	17
746800	7468	2	2	35
746900	7469	2	1	30
747000	7470	2	2	-4
747100	7471	1	1	42
747200	7472	1	1	50
747300	7473	1	1	41
747400	7474	2	1	33
747500	7475	2	2	31
747600	7476	2	2	39
747700	7477	2	2	26
747800	7478	2	2	59
747900	7479	2	2	46
748000	7480	2	2	35
748100	7481	2	2	48
748200	7482	2	1	11
748300	7483	2	1	25
748400	7484	2	1	34
748500	7485	2	2	39
748600	7486	2	1	29
748700	7487	2	1	32
748800	7488	2	1	43
748900	7489	2	2	31
749000	7490	2	2	40
749100	7491	2	1	43
749200	7492	2	2	20
749300	7493	2	2	15
749400	7494	2	2	36
749500	7495	2	1	30
749600	7496	2	2	35
749700	7497	2	2	29
749800	7498	2	2	57
749900	7499	2	1	18
750000	7500	2	2	22
750100	7501	2	2	43
750200	7502	2	1	-4
750300	7503	2	2	16
750400	7504	2	2	41
750500	7505	2	1	30
750600	7506	2	2	22
750700	7507	2	1	19
750800	7508	2	2	36
750900	7509	2	1	26
751000	7510	2	2	26
751100	7511	2	1	26
751200	7512	2	1	27
751300	7513	2	2	37
751400	7514	2	2	31
751500	7515	2	2	46
751600	7516	2	1	33
751700	7517	2	1	24
751800	7518	2	2	36
751900	7519	2	1	18
752000	7520	2	2	28
752100	7521	2	1	41
752200	7522	2	1	32
752300	7523	2	1	30
752400	7524	2	2	36
752500	7525	2	2	52
752600	7526	2	1	30
752700	7527	2	2	73
752800	7528	3	1	41
752900	7529	3	2	40
753000	7530	3	2	-4
753100	7531	1	2	44
753200	7532	3	2	42
753300	7533	1	2	17
753400	7534	1	1	26
753500	7535	1	2	23
753600	7536	3	2	-4
753700	7537	3	2	66
753800	7538	3	2	68
753900	7539	1	1	43
754000	7540	1	1	38
754100	7541	1	1	10
754200	7542	1	2	35
754300	7543	3	2	17
754400	7544	1	1	54
754500	7545	1	1	41
754600	7546	3	2	44
754700	7547	2	1	9
754800	7548	2	2	4
754900	7549	2	1	11
755000	7550	2	2	27
755100	7551	2	2	29
755200	7552	2	1	48
755300	7553	1	2	68
755400	7554	1	1	49
755500	7555	1	1	50
755600	7556	1	1	35
755700	7557	1	1	42
755800	7558	1	2	16
755900	7559	1	1	8
756000	7560	1	2	59
756100	7561	1	1	52
756200	7562	1	2	-4
756300	7563	1	1	-4
756400	7564	1	1	61
756500	7565	1	2	16
756600	7566	2	1	41
756700	7567	2	1	49
756800	7568	2	1	31
756900	7569	2	1	15
757000	7570	1	1	47
757100	7571	1	2	46
757200	7572	1	1	34
757300	7573	1	2	57
757400	7574	1	2	28
757500	7575	1	2	35
757600	7576	1	1	39
757700	7577	2	2	22
757800	7578	2	2	83
757900	7579	2	1	-4
758000	7580	2	2	66
758100	7581	2	2	24
758200	7582	2	1	44
758300	7583	2	2	42
758400	7584	1	1	46
758500	7585	1	2	37
758600	7586	1	2	-4
758700	7587	1	2	51
758800	7588	1	1	-4
758900	7589	1	1	39
759000	7590	1	1	32
759100	7591	1	2	-4
759200	7592	1	1	41
759300	7593	1	1	-4
759400	7594	1	1	-4
759500	7595	1	2	38
759600	7596	1	1	35
759700	7597	2	2	39
759800	7598	2	2	60
759900	7599	2	1	45
760000	7600	2	2	42
760100	7601	1	2	63
760200	7602	1	1	81
760300	7603	1	2	73
760400	7604	3	1	47
760500	7605	3	2	44
760600	7606	2	2	28
760700	7607	3	2	12
760800	7608	2	1	26
760900	7609	3	2	54
761000	7610	3	1	62
761100	7611	2	2	50
761200	7612	2	2	4
761300	7613	2	1	16
761400	7614	2	1	44
761500	7615	2	2	44
761600	7616	2	2	42
761700	7617	2	2	13
761800	7618	2	2	46
761900	7619	2	2	12
762000	7620	2	1	52
762100	7621	2	1	44
762200	7622	2	2	42
762300	7623	2	2	12
762400	7624	2	1	28
762500	7625	2	2	43
762600	7626	2	2	26
762700	7627	2	1	47
762800	7628	2	1	40
762900	7629	2	1	49
763000	7630	2	2	51
763100	7631	3	1	48
763200	7632	3	2	43
763300	7633	2	1	13
763400	7634	2	1	35
763500	7635	2	1	33
763600	7636	2	2	46
763700	7637	2	1	43
763800	7638	2	1	42
763900	7639	2	1	23
764000	7640	2	1	28
764100	7641	2	1	17
764200	7642	2	2	28
764300	7643	2	1	26
764400	7644	2	1	41
764500	7645	2	2	4
764600	7646	2	2	30
764700	7647	2	1	38
764800	7648	2	2	55
764900	7649	2	2	61
765000	7650	2	1	62
765100	7651	2	2	47
765200	7652	2	2	43
765300	7653	2	2	39
765400	7654	2	1	41
765500	7655	2	2	35
765600	7656	2	1	29
765700	7657	2	2	8
765800	7658	2	2	-4
765900	7659	2	1	-4
766000	7660	2	2	-4
766100	7661	2	1	31
766200	7662	2	2	46
766300	7663	2	2	60
766400	7664	2	1	53
766500	7665	2	2	44
766600	7666	2	1	38
766700	7667	2	1	29
766800	7668	2	1	37
766900	7669	2	2	50
767000	7670	2	2	40
767100	7671	2	2	41
767200	7672	2	2	24
767300	7673	2	2	45
767400	7674	2	1	38
767500	7675	2	1	43
767600	7676	2	1	54
767700	7677	2	1	44
767800	7678	2	2	31
767900	7679	2	2	38
768000	7680	2	1	40
768100	7681	2	2	24
768200	7682	2	2	61
768300	7683	1	2	57
768400	7684	1	2	49
768500	7685	2	2	40
768600	7686	2	1	-4
768700	7687	2	2	63
768800	7688	2	2	61
768900	7689	2	2	64
769000	7690	2	1	42
769100	7691	2	2	42
769200	7692	2	2	12
769300	7693	2	2	39
769400	7694	2	2	44
769500	7695	2	2	35
769600	7696	2	1	15
769700	7697	2	1	29
769800	7698	2	1	47
769900	7699	2	1	28
770000	7700	2	1	21
770100	7701	2	1	30
770200	7702	2	1	36
770300	7703	2	1	34
770400	7704	2	2	3
770500	7705	2	1	21
770600	7706	2	2	38
770700	7707	2	1	52
770800	7708	2	2	51
770900	7709	2	1	48
771000	7710	2	2	43
771100	7711	2	1	46
771200	7712	2	1	45
771300	7713	2	2	40
771400	7714	2	1	5
771500	7715	2	1	36
771600	7716	1	1	53
771700	7717	1	1	60
771800	7718	1	1	50
771900	7719	1	1	49
772000	7720	1	1	49
772100	7721	1	1	47
772200	7722	3	2	62
772300	7723	1	1	61
772400	7724	3	1	61
772500	7725	3	1	-4
772600	7726	3	1	-4
772700	7727	3	1	45
772800	7728	3	1	56
772900	7729	3	2	-4
773000	7730	3	2	63
773100	7731	3	2	56
773200	7732	3	1	54
773300	7733	1	1	-4
773400	7734	3	2	13
773500	7735	3	2	41
773600	7736	3	2	54
773700	7737	3	1	-4
773800	7738	3	2	52
773900	7739	3	2	23
774000	7740	3	2	60
774100	7741	3	1	62
774200	7742	3	1	-4
774300	7743	3	1	62
774400	7744	3	1	49
774500	7745	3	2	65
774600	7746	3	2	66
774700	7747	3	2	50
774800	7748	1	1	47
774900	7749	1	1	-4
775000	7750	1	2	72
775100	7751	3	2	51
775200	7752	3	1	47
775300	7753	2	1	68
775400	7754	2	2	42
775500	7755	3	2	-4
775600	7756	3	2	76
775700	7757	3	2	64
775800	7758	3	1	39
775900	7759	3	2	54
776000	7760	1	2	54
776100	7761	3	2	59
776200	7762	3	1	22
776300	7763	3	1	63
776400	7764	3	2	61
776500	7765	3	2	64
776600	7766	3	1	-4
776700	7767	3	1	53
776800	7768	3	1	55
776900	7769	3	1	57
777000	7770	3	1	64
777100	7771	3	2	70
777200	7772	3	2	69
777300	7773	2	2	51
777400	7774	2	2	45
777500	7775	3	2	57
777600	7776	3	1	70
777700	7777	3	2	71
777800	7778	3	1	39
777900	7779	3	2	54
778000	7780	3	1	38
778100	7781	3	2	28
778200	7782	3	2	-4
778300	7783	3	1	58
778400	7784	3	1	46
778500	7785	3	1	43
778600	7786	3	2	62
778700	7787	1	1	19
778800	7788	1	2	44
778900	7789	1	2	27
779000	7790	1	1	21
779100	7791	1	2	53
779200	7792	1	1	41
779300	7793	2	1	9
779400	7794	2	2	43
779500	7795	2	2	36
779600	7796	2	2	41
779700	7797	2	2	36
779800	7798	2	2	17
779900	7799	2	1	44
780000	7800	2	1	43
780100	7801	2	1	58
780200	7802	2	2	36
780300	7803	2	1	9
780400	7804	1	2	47
780500	7805	1	1	47
780600	7806	2	2	52
780700	7807	3	1	14
780800	7808	2	1	26
780900	7809	2	2	56
781000	7810	2	2	44
781100	7811	2	1	36
781200	7812	2	1	9
781300	7813	2	2	11
781400	7814	2	2	45
781500	7815	2	2	11
781600	7816	2	1	25
781700	7817	2	1	8
781800	7818	2	2	40
781900	7819	2	2	34
782000	7820	2	2	40
782100	7821	3	2	40
782200	7822	1	2	28
782300	7823	1	2	31
782400	7824	1	1	47
782500	7825	1	2	47
782600	7826	2	2	58
782700	7827	2	2	-4
782800	7828	1	2	0
782900	7829	1	2	35
783000	7830	1	2	50
783100	7831	1	2	52
783200	7832	1	2	67
783300	7833	1	2	61
783400	7834	2	1	34
783500	7835	2	2	35
783600	7836	2	2	32
783700	7837	1	1	4
783800	7838	1	2	43
783900	7839	2	1	15
784000	7840	1	1	7
784100	7841	1	2	0
784200	7842	1	2	7
784300	7843	1	1	48
784400	7844	1	2	-4
784500	7845	2	1	-4
784600	7846	2	2	49
784700	7847	2	1	23
784800	7848	2	1	33
784900	7849	2	2	31
785000	7850	2	2	38
785100	7851	2	2	15
785200	7852	2	1	51
785300	7853	2	2	44
785400	7854	2	1	53
785500	7855	2	1	45
785600	7856	2	2	37
785700	7857	2	1	22
785800	7858	2	1	-4
785900	7859	2	1	48
786000	7860	2	1	38
786100	7861	2	1	11
786200	7862	2	1	-4
786300	7863	3	1	7
786400	7864	1	2	37
786500	7865	1	2	17
786600	7866	1	1	13
786700	7867	1	1	39
786800	7868	1	1	43
786900	7869	1	2	52
787000	7870	3	1	35
787100	7871	1	1	49
787200	7872	1	1	53
787300	7873	1	1	33
787400	7874	3	1	63
787500	7875	1	2	62
787600	7876	1	1	54
787700	7877	3	2	71
787800	7878	3	2	61
787900	7879	3	2	43
788000	7880	3	1	51
788100	7881	3	1	27
788200	7882	1	2	54
788300	7883	1	2	51
788400	7884	1	1	29
788500	7885	1	2	46
788600	7886	1	2	45
788700	7887	3	1	70
788800	7888	3	2	42
788900	7889	3	1	43
789000	7890	3	2	46
789100	7891	1	2	58
789200	7892	3	2	57
789300	7893	3	2	49
789400	7894	3	2	52
789500	7895	3	2	36
789600	7896	3	1	34
789700	7897	3	1	56
789800	7898	3	2	49
789900	7899	1	1	42
790000	7900	1	2	44
790100	7901	3	2	22
790200	7902	1	1	64
790300	7903	1	1	43
790400	7904	3	2	70
790500	7905	3	2	52
790600	7906	1	1	-4
790700	7907	2	1	23
790800	7908	2	1	45
790900	7909	2	1	47
791000	7910	2	2	56
791100	7911	3	2	18
791200	7912	3	2	33
791300	7913	1	1	39
791400	7914	3	2	-4
791500	7915	3	2	62
791600	7916	3	2	52
791700	7917	3	1	21
791800	7918	3	1	24
791900	7919	3	2	45
792000	7920	2	1	46
792100	7921	2	2	21
792200	7922	3	2	53
792300	7923	2	1	35
792400	7924	2	2	-4
792500	7925	1	1	40
792600	7926	1	1	13
792700	7927	1	2	54
792800	7928	2	2	50
792900	7929	2	1	24
793000	7930	1	2	12
793100	7931	1	2	17
793200	7932	1	1	17
793300	7933	2	2	37
793400	7934	1	1	40
793500	7935	1	1	40
793600	7936	2	2	38
793700	7937	2	1	16
793800	7938	2	2	14
793900	7939	2	1	33
794000	7940	1	1	45
794100	7941	1	1	41
794200	7942	1	2	34
794300	7943	1	2	57
794400	7944	1	1	33
794500	7945	1	2	43
794600	7946	1	1	49
794700	7947	1	1	40
794800	7948	1	1	37
794900	7949	1	2	26
795000	7950	1	2	40
795100	7951	1	2	47
795200	7952	1	2	26
795300	7953	1	1	-4
795400	7954	1	1	15
795500	7955	1	1	4
795600	7956	1	1	39
795700	7957	1	1	35
795800	7958	1	2	48
795900	7959	1	2	48
796000	7960	3	1	23
796100	7961	3	1	37
796200	7962	1	1	26
796300	7963	1	1	22
796400	7964	1	1	44
796500	7965	1	1	55
796600	7966	1	1	15
796700	7967	1	2	45
796800	7968	1	2	45
796900	7969	1	2	48
797000	7970	1	1	-4
797100	7971	1	2	10
797200	7972	1	1	35
797300	7973	1	2	44
797400	7974	1	2	25
797500	7975	1	2	-4
797600	7976	1	1	4
797700	7977	1	1	27
797800	7978	1	1	10
797900	7979	1	2	57
798000	7980	1	2	73
798100	7981	2	2	31
798200	7982	2	1	60
798300	7983	1	2	58
798400	7984	1	1	33
798500	7985	1	2	49
798600	7986	1	1	26
798700	7987	1	1	44
798800	7988	1	2	21
798900	7989	1	1	-4
799000	7990	1	2	21
799100	7991	1	1	42
799200	7992	1	1	16
799300	7993	1	1	43
799400	7994	1	2	49
799500	7995	1	1	36
799600	7996	1	1	51
799700	7997	1	2	72
799800	7998	1	2	52
799900	7999	1	1	1
800000	8000	2	2	61
800100	8001	1	2	14
800200	8002	1	1	25
800300	8003	1	2	58
800400	8004	1	1	48
800500	8005	1	1	35
800600	8006	1	2	55
800700	8007	2	2	18
800800	8008	3	2	-4
800900	8009	1	1	46
801000	8010	1	2	52
801100	8011	1	1	16
801200	8012	3	1	45
801300	8013	1	2	22
801400	8014	3	1	16
801500	8015	3	2	36
801600	8016	3	2	9
801700	8017	3	2	13
801800	8018	3	2	40
801900	8019	1	2	-4
