SubjectTag	SubjectID	SAMPLE_RACE	SAMPLE_SEX	ASVAB-8
280600	2806	3	2	47
280700	2807	3	1	34
280800	2808	3	2	45
280900	2809	3	2	71
281000	2810	3	2	69
281100	2811	3	1	42
281200	2812	3	1	42
281300	2813	3	1	51
281400	2814	3	2	52
281500	2815	3	1	39
281600	2816	3	1	49
281700	2817	3	2	10
281800	2818	3	2	40
281900	2819	3	2	20
282000	2820	3	1	31
282100	2821	3	1	53
282200	2822	1	2	20
282300	2823	3	2	64
282400	2824	3	2	41
282500	2825	3	2	43
282600	2826	3	2	55
282700	2827	3	1	-4
282800	2828	3	2	35
282900	2829	3	2	44
283000	2830	3	1	18
283100	2831	3	2	56
283200	2832	3	1	55
283300	2833	3	1	49
283400	2834	3	2	61
283500	2835	3	2	66
283600	2836	3	1	41
283700	2837	3	1	39
283800	2838	3	1	46
283900	2839	3	1	46
284000	2840	3	2	42
284100	2841	3	2	81
284200	2842	3	1	40
284300	2843	3	2	61
284400	2844	3	1	54
284500	2845	3	1	38
284600	2846	3	2	71
284700	2847	3	2	55
284800	2848	3	2	52
284900	2849	3	2	58
285000	2850	3	2	72
285100	2851	3	1	49
285200	2852	3	1	29
285300	2853	3	1	39
285400	2854	3	1	38
285500	2855	3	2	48
285600	2856	3	2	70
285700	2857	3	1	57
285800	2858	3	1	40
285900	2859	3	1	44
286000	2860	3	1	43
286100	2861	3	1	58
286200	2862	3	2	46
286300	2863	3	2	63
286400	2864	3	2	40
286500	2865	3	2	41
286600	2866	3	1	50
286700	2867	3	2	19
286800	2868	3	1	50
286900	2869	3	2	55
287000	2870	3	1	50
287100	2871	3	1	45
287200	2872	3	2	52
287300	2873	3	1	36
287400	2874	1	1	9
287500	2875	3	1	60
287600	2876	3	1	-4
287700	2877	3	2	56
287800	2878	1	2	0
287900	2879	3	2	63
288000	2880	3	2	71
288100	2881	3	1	51
288200	2882	3	1	51
288300	2883	3	2	43
288400	2884	3	1	28
288500	2885	3	2	64
288600	2886	2	2	60
288700	2887	3	2	76
288800	2888	3	1	20
288900	2889	3	2	53
289000	2890	1	1	42
289100	2891	1	2	58
289200	2892	3	2	48
289300	2893	3	1	60
289400	2894	3	2	60
289500	2895	3	1	38
289600	2896	3	1	57
289700	2897	3	2	-4
289800	2898	3	1	48
289900	2899	3	2	27
290000	2900	3	2	76
290100	2901	3	2	56
290200	2902	3	2	84
290300	2903	3	1	41
290400	2904	3	1	70
290500	2905	3	1	54
290600	2906	3	1	77
290700	2907	3	1	32
290800	2908	3	2	57
290900	2909	3	2	61
291000	2910	3	2	51
291100	2911	1	2	48
291200	2912	1	1	40
291300	2913	1	1	31
291400	2914	2	1	42
291500	2915	3	1	69
291600	2916	3	1	45
291700	2917	3	1	22
291800	2918	3	2	41
291900	2919	3	2	36
292000	2920	3	1	39
292100	2921	3	1	26
292200	2922	3	1	40
292300	2923	3	1	31
292400	2924	3	1	48
292500	2925	3	1	68
292600	2926	3	2	57
292700	2927	3	1	73
292800	2928	3	2	67
292900	2929	3	2	28
293000	2930	3	2	32
293100	2931	3	1	-4
293200	2932	3	1	16
293300	2933	3	1	11
293400	2934	3	2	10
293500	2935	3	2	-4
293600	2936	3	2	14
293700	2937	3	1	66
293800	2938	3	2	62
293900	2939	3	1	61
294000	2940	3	2	-4
294100	2941	3	1	53
294200	2942	2	2	35
294300	2943	3	2	65
294400	2944	2	1	22
294500	2945	3	1	31
294600	2946	3	2	61
294700	2947	3	2	69
294800	2948	3	2	67
294900	2949	3	2	59
295000	2950	3	1	42
295100	2951	2	1	26
295200	2952	3	2	47
295300	2953	3	1	16
295400	2954	3	1	15
295500	2955	3	2	68
295600	2956	3	1	44
295700	2957	3	1	21
295800	2958	3	1	40
295900	2959	3	2	82
296000	2960	3	1	12
296100	2961	3	2	51
296200	2962	3	1	44
296300	2963	3	1	32
296400	2964	3	2	59
296500	2965	1	1	-4
296600	2966	1	1	11
296700	2967	1	1	31
296800	2968	1	1	18
296900	2969	1	2	35
297000	2970	1	2	13
297100	2971	1	1	22
297200	2972	3	1	36
297300	2973	3	1	45
297400	2974	3	1	21
297500	2975	3	1	40
297600	2976	3	1	32
297700	2977	3	1	26
297800	2978	3	2	75
297900	2979	3	2	53
298000	2980	3	1	71
298100	2981	3	1	43
298200	2982	3	1	59
298300	2983	3	2	29
298400	2984	3	1	58
298500	2985	3	1	70
298600	2986	3	1	41
298700	2987	3	2	45
298800	2988	3	1	82
298900	2989	3	1	70
299000	2990	3	2	50
299100	2991	3	2	41
299200	2992	3	1	-4
299300	2993	3	2	-4
299400	2994	3	1	60
299500	2995	3	2	38
299600	2996	3	1	49
299700	2997	3	1	52
299800	2998	3	1	37
299900	2999	3	1	54
300000	3000	3	2	39
300100	3001	3	2	53
300200	3002	1	1	6
300300	3003	2	1	28
300400	3004	2	2	-4
300500	3005	1	1	54
300600	3006	2	2	56
300700	3007	2	2	27
300800	3008	2	1	24
300900	3009	2	2	30
301000	3010	2	2	26
301100	3011	3	2	62
301200	3012	3	2	56
301300	3013	3	2	44
301400	3014	1	2	20
301500	3015	3	1	66
301600	3016	3	1	57
301700	3017	3	1	69
301800	3018	3	1	25
301900	3019	3	1	68
302000	3020	3	2	65
302100	3021	3	2	66
302200	3022	3	1	39
302300	3023	3	2	57
302400	3024	3	1	39
302500	3025	3	2	61
302600	3026	3	1	42
302700	3027	2	2	-4
302800	3028	2	1	34
302900	3029	2	1	-4
303000	3030	2	1	20
303100	3031	1	1	35
303200	3032	2	1	20
303300	3033	2	1	56
303400	3034	3	2	60
303500	3035	3	2	36
303600	3036	3	2	70
303700	3037	3	1	29
303800	3038	3	2	-4
303900	3039	3	1	47
304000	3040	3	2	51
304100	3041	3	2	78
304200	3042	3	2	66
304300	3043	3	2	54
304400	3044	3	1	-4
304500	3045	3	2	-4
304600	3046	2	2	45
304700	3047	3	2	71
304800	3048	3	2	61
304900	3049	3	2	35
305000	3050	3	1	5
305100	3051	3	2	31
305200	3052	3	1	51
305300	3053	3	2	78
305400	3054	3	2	39
305500	3055	3	1	31
305600	3056	3	1	35
305700	3057	3	2	49
305800	3058	3	2	61
305900	3059	3	1	41
306000	3060	3	1	41
306100	3061	3	2	41
306200	3062	3	1	65
306300	3063	3	1	-4
306400	3064	2	2	67
306500	3065	2	2	9
306600	3066	2	2	51
306700	3067	2	1	-4
306800	3068	2	2	68
306900	3069	2	2	81
307000	3070	2	1	25
307100	3071	2	1	31
307200	3072	2	1	21
307300	3073	2	2	55
307400	3074	2	2	27
307500	3075	2	2	54
307600	3076	2	2	42
307700	3077	2	1	39
307800	3078	2	2	49
307900	3079	3	2	50
308000	3080	3	2	46
308100	3081	3	2	63
308200	3082	3	1	29
308300	3083	3	1	30
308400	3084	3	1	66
308500	3085	3	2	62
308600	3086	3	1	48
308700	3087	3	1	-4
308800	3088	3	1	-4
308900	3089	3	1	53
309000	3090	3	2	52
309100	3091	3	2	53
309200	3092	3	1	-4
309300	3093	3	2	43
309400	3094	3	2	41
309500	3095	3	2	66
309600	3096	3	2	63
309700	3097	3	1	39
309800	3098	3	2	61
309900	3099	3	2	30
310000	3100	3	1	37
310100	3101	3	2	38
310200	3102	3	1	79
310300	3103	3	1	34
310400	3104	3	1	41
310500	3105	3	2	62
310600	3106	3	2	58
310700	3107	3	2	47
310800	3108	3	2	66
310900	3109	3	2	54
311000	3110	3	2	48
311100	3111	3	2	48
311200	3112	3	2	54
311300	3113	3	2	58
311400	3114	3	1	22
311500	3115	3	2	82
311600	3116	3	1	27
311700	3117	3	2	59
311800	3118	3	2	44
311900	3119	3	2	56
312000	3120	3	2	65
312100	3121	3	2	70
312200	3122	3	2	67
312300	3123	3	1	64
312400	3124	3	1	54
312500	3125	3	1	53
312600	3126	3	1	48
312700	3127	3	1	26
312800	3128	3	1	42
312900	3129	3	2	51
313000	3130	3	2	47
313100	3131	3	1	36
313200	3132	3	1	60
313300	3133	3	2	61
313400	3134	3	2	54
313500	3135	3	2	52
313600	3136	3	1	-4
313700	3137	3	1	60
313800	3138	3	1	48
313900	3139	3	1	46
314000	3140	3	1	52
314100	3141	3	1	64
314200	3142	3	1	19
314300	3143	3	2	32
314400	3144	3	1	18
314500	3145	3	2	75
314600	3146	3	2	63
314700	3147	3	1	23
314800	3148	3	2	36
314900	3149	3	1	38
315000	3150	3	2	54
315100	3151	3	2	62
315200	3152	3	1	55
315300	3153	3	2	66
315400	3154	3	2	70
315500	3155	3	2	30
315600	3156	3	2	68
315700	3157	3	2	34
315800	3158	3	1	52
315900	3159	3	1	50
316000	3160	3	1	-4
316100	3161	3	1	42
316200	3162	3	2	64
316300	3163	3	2	37
316400	3164	3	2	38
316500	3165	3	2	35
316600	3166	3	1	43
316700	3167	3	2	44
316800	3168	3	1	29
316900	3169	3	1	75
317000	3170	3	1	67
317100	3171	3	1	62
317200	3172	3	1	68
317300	3173	3	1	55
317400	3174	3	2	-4
317500	3175	2	2	38
317600	3176	2	2	37
317700	3177	2	1	21
317800	3178	2	2	29
317900	3179	3	2	84
318000	3180	3	1	53
318100	3181	3	1	52
318200	3182	3	2	31
318300	3183	3	2	81
318400	3184	3	2	40
318500	3185	3	2	43
318600	3186	3	1	49
318700	3187	3	1	62
318800	3188	2	2	21
318900	3189	2	1	38
319000	3190	2	2	16
319100	3191	2	2	30
319200	3192	2	1	39
319300	3193	3	1	51
319400	3194	3	1	37
319500	3195	3	1	59
319600	3196	3	1	72
319700	3197	3	2	48
319800	3198	3	2	56
319900	3199	3	2	52
320000	3200	3	1	23
320100	3201	3	2	42
320200	3202	3	1	18
320300	3203	3	1	42
320400	3204	3	2	52
320500	3205	3	2	57
320600	3206	3	2	52
320700	3207	3	1	43
320800	3208	3	1	55
320900	3209	3	2	65
321000	3210	3	1	38
321100	3211	3	1	52
321200	3212	3	2	62
321300	3213	3	1	35
321400	3214	3	1	39
321500	3215	3	1	34
321600	3216	3	1	56
321700	3217	3	2	-4
321800	3218	3	2	23
321900	3219	3	1	41
322000	3220	3	1	48
322100	3221	3	2	44
322200	3222	3	2	75
322300	3223	3	2	70
322400	3224	3	1	52
322500	3225	3	2	68
322600	3226	3	1	47
322700	3227	3	2	47
322800	3228	3	1	42
322900	3229	3	1	41
323000	3230	3	1	5
323100	3231	3	2	42
323200	3232	3	1	57
323300	3233	3	2	51
323400	3234	3	2	50
323500	3235	3	1	54
323600	3236	3	2	44
323700	3237	3	2	78
323800	3238	2	2	39
323900	3239	2	1	34
324000	3240	3	1	45
324100	3241	3	1	63
324200	3242	3	2	55
324300	3243	3	2	37
324400	3244	3	2	49
324500	3245	3	2	35
324600	3246	3	1	44
324700	3247	3	1	67
324800	3248	3	2	52
324900	3249	3	2	47
325000	3250	3	2	59
325100	3251	3	1	56
325200	3252	3	2	51
325300	3253	3	2	30
325400	3254	3	2	61
325500	3255	3	1	52
325600	3256	3	1	50
325700	3257	3	1	43
325800	3258	3	1	47
325900	3259	2	2	2
326000	3260	2	2	6
326100	3261	2	1	31
326200	3262	3	2	45
326300	3263	3	1	49
326400	3264	1	1	46
326500	3265	1	1	25
326600	3266	1	2	37
326700	3267	1	1	49
326800	3268	1	2	41
326900	3269	1	2	42
327000	3270	1	1	19
327100	3271	3	1	-4
327200	3272	3	1	28
327300	3273	1	2	16
327400	3274	1	1	-4
327500	3275	3	1	60
327600	3276	3	2	51
327700	3277	3	1	45
327800	3278	3	2	50
327900	3279	3	1	35
328000	3280	3	2	43
328100	3281	1	1	41
328200	3282	1	1	57
328300	3283	1	1	15
328400	3284	3	1	45
328500	3285	1	2	38
328600	3286	1	2	50
328700	3287	3	2	25
328800	3288	1	2	27
328900	3289	3	1	59
329000	3290	3	1	60
329100	3291	3	2	53
329200	3292	3	2	33
329300	3293	3	2	60
329400	3294	3	2	68
329500	3295	3	2	62
329600	3296	3	1	30
329700	3297	2	1	31
329800	3298	1	2	8
329900	3299	1	2	19
330000	3300	1	2	23
330100	3301	1	1	41
330200	3302	1	1	23
330300	3303	3	2	47
330400	3304	1	2	52
330500	3305	1	2	25
330600	3306	2	2	27
330700	3307	2	1	31
330800	3308	2	2	36
330900	3309	2	2	62
331000	3310	2	1	34
331100	3311	2	1	29
331200	3312	2	2	45
331300	3313	3	1	22
331400	3314	3	1	20
331500	3315	2	2	52
331600	3316	2	2	28
331700	3317	2	2	22
331800	3318	2	1	6
331900	3319	3	1	33
332000	3320	3	2	19
332100	3321	3	2	23
332200	3322	2	2	12
332300	3323	2	1	40
332400	3324	2	1	22
332500	3325	2	2	52
332600	3326	2	1	10
332700	3327	2	1	8
332800	3328	3	1	57
332900	3329	3	1	56
333000	3330	3	1	28
333100	3331	3	1	40
333200	3332	3	2	-4
333300	3333	3	1	-4
333400	3334	2	1	43
333500	3335	3	1	46
333600	3336	3	1	41
333700	3337	3	2	56
333800	3338	3	2	48
333900	3339	3	2	51
334000	3340	3	1	25
334100	3341	3	2	31
334200	3342	3	2	60
334300	3343	3	2	51
334400	3344	3	1	51
334500	3345	3	2	59
334600	3346	3	1	45
334700	3347	3	2	53
334800	3348	3	2	50
334900	3349	3	2	18
335000	3350	3	2	44
335100	3351	3	1	53
335200	3352	3	2	63
335300	3353	3	1	27
335400	3354	3	1	27
335500	3355	3	2	84
335600	3356	3	1	20
335700	3357	3	1	25
335800	3358	3	2	59
335900	3359	3	1	50
336000	3360	3	2	38
336100	3361	3	1	47
336200	3362	3	2	49
336300	3363	3	2	53
336400	3364	3	2	66
336500	3365	3	2	50
336600	3366	3	1	50
336700	3367	3	2	60
336800	3368	3	2	54
336900	3369	3	2	57
337000	3370	3	2	45
337100	3371	2	2	34
337200	3372	3	1	37
337300	3373	3	2	63
337400	3374	3	1	29
337500	3375	3	1	30
337600	3376	3	1	34
337700	3377	3	2	37
337800	3378	3	2	58
337900	3379	3	1	58
338000	3380	3	1	76
338100	3381	3	1	55
338200	3382	3	1	49
338300	3383	3	2	28
338400	3384	3	2	63
338500	3385	3	1	46
338600	3386	3	2	48
338700	3387	2	2	59
338800	3388	2	1	46
338900	3389	3	1	31
339000	3390	2	1	70
339100	3391	2	1	63
339200	3392	2	1	37
339300	3393	2	2	35
339400	3394	2	1	60
339500	3395	3	1	36
339600	3396	3	1	71
339700	3397	3	2	71
339800	3398	3	1	57
339900	3399	3	1	47
340000	3400	3	1	39
340100	3401	3	1	51
340200	3402	3	2	62
340300	3403	3	1	17
340400	3404	3	1	68
340500	3405	3	1	53
340600	3406	3	2	42
340700	3407	3	2	-4
340800	3408	3	2	63
340900	3409	3	2	63
341000	3410	3	1	40
341100	3411	3	2	58
341200	3412	3	2	-4
341300	3413	3	2	68
341400	3414	3	1	67
341500	3415	3	1	41
341600	3416	3	2	78
341700	3417	3	1	56
341800	3418	3	2	62
341900	3419	3	2	54
342000	3420	3	1	29
342100	3421	3	2	48
342200	3422	3	2	46
342300	3423	3	2	68
342400	3424	3	2	65
342500	3425	3	1	49
342600	3426	3	2	62
342700	3427	3	2	51
342800	3428	3	2	60
342900	3429	3	2	69
343000	3430	3	2	78
343100	3431	3	1	52
343200	3432	3	2	51
343300	3433	3	2	79
343400	3434	1	2	82
343500	3435	1	2	0
343600	3436	1	2	0
343700	3437	1	1	0
343800	3438	1	2	0
343900	3439	3	1	51
344000	3440	3	1	51
344100	3441	3	1	12
344200	3442	3	2	52
344300	3443	3	1	40
344400	3444	3	2	62
344500	3445	3	2	78
344600	3446	3	2	52
344700	3447	2	2	14
344800	3448	3	2	-4
344900	3449	3	1	-4
345000	3450	3	1	-4
345100	3451	3	2	-4
345200	3452	3	2	23
345300	3453	3	1	31
345400	3454	3	2	-4
345500	3455	3	1	41
345600	3456	3	2	27
345700	3457	3	2	23
345800	3458	3	2	51
345900	3459	3	2	50
346000	3460	3	1	30
346100	3461	3	1	54
346200	3462	3	1	49
346300	3463	3	1	48
346400	3464	3	1	37
346500	3465	3	2	53
346600	3466	3	1	44
346700	3467	3	2	37
346800	3468	3	1	55
346900	3469	3	2	71
347000	3470	3	1	49
347100	3471	3	1	36
347200	3472	3	1	31
347300	3473	3	1	47
347400	3474	3	1	40
347500	3475	3	2	62
347600	3476	3	2	42
347700	3477	3	2	24
347800	3478	3	1	53
347900	3479	3	1	36
348000	3480	3	2	29
348100	3481	3	2	66
348200	3482	3	1	28
348300	3483	3	1	17
348400	3484	3	1	44
348500	3485	3	2	61
348600	3486	3	2	68
348700	3487	3	2	62
348800	3488	3	2	69
348900	3489	3	1	34
349000	3490	3	1	-4
349100	3491	3	2	50
349200	3492	3	1	42
349300	3493	3	1	48
349400	3494	3	1	33
349500	3495	3	1	43
349600	3496	3	2	71
349700	3497	3	1	37
349800	3498	3	2	16
349900	3499	3	1	-4
350000	3500	1	2	66
350100	3501	3	2	63
350200	3502	1	2	67
350300	3503	3	1	50
350400	3504	3	2	46
350500	3505	3	2	75
350600	3506	3	2	45
350700	3507	3	1	42
350800	3508	3	2	41
350900	3509	3	1	-4
351000	3510	3	1	24
351100	3511	3	2	53
351200	3512	3	2	43
351300	3513	3	1	18
351400	3514	3	2	63
351500	3515	3	1	53
351600	3516	3	1	34
351700	3517	3	1	41
351800	3518	3	2	54
351900	3519	3	2	6
352000	3520	3	1	41
352100	3521	3	1	45
352200	3522	3	2	11
352300	3523	3	2	42
352400	3524	3	2	68
352500	3525	3	1	60
352600	3526	3	1	43
352700	3527	3	2	51
352800	3528	3	1	39
352900	3529	3	1	45
353000	3530	3	1	56
353100	3531	3	2	63
353200	3532	3	2	59
353300	3533	3	1	69
353400	3534	1	1	63
353500	3535	1	2	64
353600	3536	1	2	49
353700	3537	3	2	18
353800	3538	2	1	48
353900	3539	2	1	43
354000	3540	2	1	31
354100	3541	2	1	26
354200	3542	2	2	23
354300	3543	2	2	43
354400	3544	2	2	17
354500	3545	2	2	46
354600	3546	2	2	41
354700	3547	2	2	47
354800	3548	2	2	22
354900	3549	3	2	40
355000	3550	3	1	44
355100	3551	3	2	70
355200	3552	3	2	61
355300	3553	3	1	57
355400	3554	3	2	37
355500	3555	3	2	47
355600	3556	3	2	62
355700	3557	3	2	48
355800	3558	3	2	69
355900	3559	3	1	38
356000	3560	3	2	40
356100	3561	3	1	19
356200	3562	3	1	44
356300	3563	3	1	40
356400	3564	3	2	43
356500	3565	3	2	70
356600	3566	3	2	54
356700	3567	3	1	62
356800	3568	3	2	67
356900	3569	3	1	60
357000	3570	3	1	38
357100	3571	3	1	43
357200	3572	3	2	41
357300	3573	3	2	81
357400	3574	3	2	80
357500	3575	3	1	71
357600	3576	3	2	70
357700	3577	3	1	31
357800	3578	3	1	61
357900	3579	3	1	59
358000	3580	3	1	58
358100	3581	3	1	56
358200	3582	3	1	74
358300	3583	3	1	74
358400	3584	3	2	66
358500	3585	3	1	70
358600	3586	3	2	-4
358700	3587	3	1	60
358800	3588	3	1	51
358900	3589	3	1	62
359000	3590	3	1	70
359100	3591	3	1	45
359200	3592	3	1	60
359300	3593	3	1	47
359400	3594	3	2	57
359500	3595	3	1	58
359600	3596	3	1	43
359700	3597	3	2	50
359800	3598	3	1	40
359900	3599	3	1	50
360000	3600	3	1	61
360100	3601	3	2	78
360200	3602	3	1	54
360300	3603	3	2	66
360400	3604	3	1	55
360500	3605	3	2	70
360600	3606	3	2	57
360700	3607	3	1	10
360800	3608	3	1	74
360900	3609	3	2	42
361000	3610	3	2	42
361100	3611	3	2	58
361200	3612	3	1	40
361300	3613	3	2	52
361400	3614	3	2	69
361500	3615	3	1	49
361600	3616	3	1	49
361700	3617	3	1	50
361800	3618	3	2	35
361900	3619	3	1	68
362000	3620	3	1	26
362100	3621	3	1	43
362200	3622	3	1	25
362300	3623	3	1	57
362400	3624	3	2	57
362500	3625	3	2	63
362600	3626	3	2	49
362700	3627	3	1	52
362800	3628	3	1	54
362900	3629	3	2	73
363000	3630	3	2	52
363100	3631	3	2	63
363200	3632	3	1	46
363300	3633	3	2	-4
363400	3634	3	1	11
363500	3635	3	2	36
363600	3636	3	2	45
363700	3637	3	2	59
363800	3638	3	1	46
363900	3639	3	1	14
364000	3640	3	1	21
364100	3641	3	2	58
364200	3642	3	1	39
364300	3643	3	2	40
364400	3644	3	1	30
364500	3645	3	1	38
364600	3646	3	1	43
364700	3647	3	2	38
364800	3648	3	2	60
364900	3649	3	2	46
365000	3650	3	2	73
365100	3651	3	2	56
365200	3652	3	2	49
365300	3653	3	1	61
365400	3654	3	2	49
365500	3655	3	2	52
365600	3656	3	1	33
365700	3657	3	1	5
365800	3658	3	1	9
365900	3659	3	2	33
366000	3660	3	1	27
366100	3661	3	2	44
366200	3662	3	2	50
366300	3663	3	2	74
366400	3664	1	1	54
366500	3665	3	1	68
366600	3666	1	1	64
366700	3667	3	2	47
366800	3668	3	1	65
366900	3669	3	2	60
367000	3670	3	1	60
367100	3671	3	2	55
367200	3672	3	1	51
367300	3673	3	1	41
367400	3674	3	2	43
367500	3675	3	1	27
367600	3676	3	1	53
367700	3677	3	2	62
367800	3678	3	2	58
367900	3679	3	2	70
368000	3680	3	1	52
368100	3681	3	2	-4
368200	3682	3	2	50
368300	3683	3	2	49
368400	3684	3	2	60
368500	3685	3	1	53
368600	3686	3	1	45
368700	3687	3	2	50
368800	3688	3	2	58
368900	3689	3	1	70
369000	3690	3	1	43
369100	3691	3	2	-4
369200	3692	2	2	55
369300	3693	3	1	36
369400	3694	3	1	48
369500	3695	2	1	60
369600	3696	2	2	49
369700	3697	1	2	22
369800	3698	1	2	60
369900	3699	2	2	32
370000	3700	1	1	46
370100	3701	1	1	-4
370200	3702	1	1	44
370300	3703	2	2	33
370400	3704	2	2	21
370500	3705	3	2	59
370600	3706	3	1	30
370700	3707	3	1	61
370800	3708	3	1	68
370900	3709	3	2	47
371000	3710	3	1	-4
371100	3711	3	2	64
371200	3712	3	1	40
371300	3713	3	1	34
371400	3714	3	2	40
371500	3715	3	2	64
371600	3716	3	1	40
371700	3717	3	2	45
371800	3718	3	2	54
371900	3719	3	2	39
372000	3720	3	2	71
372100	3721	3	1	49
372200	3722	3	1	36
372300	3723	3	1	46
372400	3724	3	1	47
372500	3725	3	2	72
372600	3726	3	2	52
372700	3727	3	2	43
372800	3728	3	2	30
372900	3729	3	2	37
373000	3730	3	2	71
373100	3731	3	1	12
373200	3732	3	1	53
373300	3733	3	1	14
373400	3734	3	2	65
373500	3735	3	2	41
373600	3736	3	2	50
373700	3737	3	2	55
373800	3738	3	2	53
373900	3739	3	2	56
374000	3740	3	2	44
374100	3741	3	2	43
374200	3742	3	1	26
374300	3743	3	1	74
374400	3744	3	2	65
374500	3745	3	1	46
374600	3746	3	2	57
374700	3747	3	1	53
374800	3748	3	1	53
374900	3749	3	2	18
375000	3750	3	1	49
375100	3751	3	1	38
375200	3752	3	2	-4
375300	3753	3	2	-4
375400	3754	3	2	63
375500	3755	3	2	64
375600	3756	3	2	39
375700	3757	3	1	70
375800	3758	3	2	62
375900	3759	3	2	54
376000	3760	3	1	38
376100	3761	3	1	29
376200	3762	3	1	-4
376300	3763	3	1	-4
376400	3764	3	2	59
376500	3765	3	1	38
376600	3766	3	1	55
376700	3767	3	2	47
376800	3768	3	2	51
376900	3769	3	2	40
377000	3770	3	2	62
377100	3771	3	2	66
377200	3772	3	2	58
377300	3773	3	2	55
377400	3774	3	2	-4
377500	3775	3	2	62
377600	3776	3	1	53
377700	3777	3	1	48
377800	3778	3	1	49
377900	3779	3	2	76
378000	3780	3	1	44
378100	3781	3	2	56
378200	3782	3	1	44
378300	3783	3	2	41
378400	3784	3	2	48
378500	3785	3	2	60
378600	3786	3	2	31
378700	3787	3	2	47
378800	3788	3	1	54
378900	3789	3	1	60
379000	3790	3	2	35
379100	3791	3	2	59
379200	3792	3	1	45
379300	3793	3	2	54
379400	3794	3	2	51
379500	3795	3	1	31
379600	3796	3	2	55
379700	3797	3	2	63
379800	3798	3	2	77
379900	3799	3	2	62
380000	3800	3	2	43
380100	3801	3	1	24
380200	3802	3	2	45
380300	3803	3	1	55
380400	3804	3	2	50
380500	3805	3	1	31
380600	3806	3	2	59
380700	3807	3	1	57
380800	3808	3	1	84
380900	3809	3	2	60
381000	3810	3	1	35
381100	3811	3	1	53
381200	3812	3	2	79
381300	3813	3	2	46
381400	3814	3	2	66
381500	3815	3	1	37
381600	3816	3	1	39
381700	3817	3	2	72
381800	3818	3	1	53
381900	3819	2	2	32
382000	3820	2	2	37
382100	3821	2	2	17
382200	3822	2	1	12
382300	3823	2	2	-4
382400	3824	2	2	34
382500	3825	2	1	32
382600	3826	2	2	6
382700	3827	2	1	15
382800	3828	2	2	38
382900	3829	3	1	46
383000	3830	3	1	44
383100	3831	3	1	25
383200	3832	3	2	35
383300	3833	3	1	53
383400	3834	3	2	48
383500	3835	3	2	77
383600	3836	3	2	63
383700	3837	3	2	58
383800	3838	3	1	50
383900	3839	3	2	63
384000	3840	2	1	12
384100	3841	3	1	48
384200	3842	2	2	42
384300	3843	3	2	-4
384400	3844	3	1	49
384500	3845	3	1	40
384600	3846	3	2	71
384700	3847	3	1	74
384800	3848	3	1	-4
384900	3849	3	2	63
385000	3850	3	2	48
385100	3851	3	2	23
385200	3852	3	1	50
385300	3853	1	2	60
385400	3854	3	1	59
385500	3855	3	2	56
385600	3856	3	1	44
385700	3857	3	1	38
385800	3858	3	2	54
385900	3859	3	2	27
386000	3860	3	1	70
386100	3861	3	1	39
386200	3862	3	1	63
386300	3863	3	1	61
386400	3864	3	2	60
386500	3865	3	1	47
386600	3866	3	1	74
386700	3867	3	2	57
386800	3868	3	1	59
386900	3869	3	1	58
387000	3870	3	1	59
387100	3871	3	1	53
387200	3872	3	2	54
387300	3873	3	1	55
387400	3874	3	1	59
387500	3875	3	1	61
387600	3876	3	2	61
387700	3877	3	2	56
387800	3878	3	1	62
387900	3879	3	2	62
388000	3880	3	1	35
388100	3881	3	1	39
388200	3882	3	1	49
388300	3883	3	1	39
388400	3884	3	1	50
388500	3885	3	1	34
388600	3886	3	1	45
388700	3887	3	1	62
388800	3888	3	1	35
388900	3889	3	2	52
389000	3890	3	1	55
389100	3891	3	2	45
389200	3892	3	1	66
389300	3893	3	2	58
389400	3894	3	1	50
389500	3895	3	1	55
389600	3896	3	2	22
389700	3897	3	2	76
389800	3898	3	1	56
389900	3899	3	2	60
390000	3900	3	2	58
390100	3901	3	1	42
390200	3902	3	1	56
390300	3903	3	2	58
390400	3904	3	1	57
390500	3905	3	1	38
390600	3906	3	2	35
390700	3907	3	1	39
390800	3908	3	2	82
390900	3909	3	1	54
391000	3910	3	1	47
391100	3911	3	2	63
391200	3912	3	2	56
391300	3913	3	2	53
391400	3914	3	2	-4
391500	3915	3	2	-4
391600	3916	3	1	64
391700	3917	3	1	46
391800	3918	3	2	58
391900	3919	3	2	69
392000	3920	3	1	45
392100	3921	3	2	48
392200	3922	3	2	45
392300	3923	3	2	43
392400	3924	3	2	56
392500	3925	3	1	72
392600	3926	3	1	62
392700	3927	3	2	20
392800	3928	3	2	26
392900	3929	3	2	60
393000	3930	3	1	49
393100	3931	2	2	-4
393200	3932	2	1	35
393300	3933	2	1	12
393400	3934	2	2	52
393500	3935	2	2	-4
393600	3936	2	2	33
393700	3937	2	1	30
393800	3938	2	2	5
393900	3939	2	2	-4
394000	3940	2	2	40
394100	3941	2	1	-4
394200	3942	2	1	32
394300	3943	2	1	37
394400	3944	2	2	37
394500	3945	2	2	6
394600	3946	2	1	23
394700	3947	2	2	-4
394800	3948	2	2	2
394900	3949	2	1	32
395000	3950	2	1	-4
395100	3951	2	1	-4
395200	3952	2	2	63
395300	3953	2	2	53
395400	3954	2	1	34
395500	3955	2	1	32
395600	3956	2	1	43
395700	3957	2	1	40
395800	3958	2	1	2
395900	3959	2	2	53
396000	3960	2	2	15
396100	3961	3	1	32
396200	3962	3	2	66
396300	3963	3	1	55
